time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
1/12/2023,19.6,11.6,0,30.5,337
1/13/2023,16.2,5.3,0,21.7,10
1/14/2023,16.9,3.2,0,19.5,172
1/15/2023,22.1,11,0,28.3,182
1/16/2023,24,14.8,0.2,19.8,201
1/17/2023,25.4,11.1,0,17.3,174
1/18/2023,24.2,15.9,2.1,19.6,288
1/19/2023,19,10.6,0,18.2,358
1/20/2023,13.6,9.9,0,13.8,65
1/21/2023,15.7,9.3,0.2,8.4,67
1/22/2023,15.9,5.4,0,21.3,338
1/23/2023,13.7,3.1,0,16.5,88
1/24/2023,17.8,7.6,44,28.6,348
1/25/2023,12.8,2.7,0,26.5,324
1/26/2023,12.2,2.7,0,13,2
1/27/2023,13.4,3.3,0,13.4,195
1/28/2023,17,8.9,1.6,17.1,210
1/29/2023,21.9,6.8,7.6,22.6,357
1/30/2023,6.8,0.2,1.8,19.5,5
1/31/2023,1.9,-1.7,5.6,21.3,2
2/1/2023,3.3,-1.1,8.6,18.8,4
2/2/2023,7.3,0.4,4.8,19.4,352
2/3/2023,12.2,1.5,0,19.8,6
2/4/2023,15.9,1.8,0,21.3,190
2/5/2023,20.8,7.4,0,14.7,210
2/6/2023,22.8,12.8,0.3,27.4,183
2/7/2023,22.5,11.6,16.2,23.5,167
2/8/2023,16,6.6,20.4,21.4,326
2/9/2023,20.2,4.6,0,15.4,218
2/10/2023,11.7,5.2,0,28.9,341
2/11/2023,12.9,1.9,0,19.5,335
2/12/2023,15.9,2,0,14.7,213
2/13/2023,20.9,7.1,0,22.7,176
2/14/2023,23.1,16.5,3.5,28.6,211
2/15/2023,25.2,10.7,0.5,26.3,173
2/16/2023,20,6.6,1.5,27.8,351
2/17/2023,10.4,1.2,0,23.8,7
2/18/2023,11.6,1.5,0,17,122
2/19/2023,21.3,7.6,0,13,211
2/20/2023,25.9,14.1,0,21.6,219
2/21/2023,27.5,15.9,0,27.4,183
2/22/2023,30,19.1,3.4,28,195
2/23/2023,24.1,16,0.1,22.5,34
2/24/2023,16.4,10.6,0.9,19.8,11
2/25/2023,21.5,9.2,1.1,14.8,34
2/26/2023,26.4,15.8,3.4,29.6,169
2/27/2023,26.3,15.3,0,25.1,271
2/28/2023,27.1,14.7,0,17.4,187
3/1/2023,31.4,19.7,0.6,21.2,179
3/2/2023,28.9,14.6,5.3,37.4,172
3/3/2023,22,10.4,3.3,36.6,311
3/4/2023,24.9,8.1,0,16.5,175
3/5/2023,25.1,11.9,0,16.1,173
3/6/2023,26.6,13.4,0.6,14.1,188
3/7/2023,26.2,18.3,1,16.6,157
3/8/2023,28.2,18.6,1.2,14.2,150
3/9/2023,29.4,18.9,1.4,19.4,168
3/10/2023,22,13.1,21.1,19,27
3/11/2023,31.4,16.9,0,25.2,195
3/12/2023,24.5,15.4,0,22.6,348
3/13/2023,20.1,10.9,0.1,24.6,43
3/14/2023,19.6,8.8,1,16.3,71
3/15/2023,22.7,12.4,0.1,24.5,153
3/16/2023,28.5,17.5,4.4,23.8,182
3/17/2023,14.8,5.3,12.5,34.2,4
3/18/2023,10.2,6.4,3,15.7,18
3/19/2023,14.3,6.2,0,11.2,81
3/20/2023,13.4,5.8,0.9,17.1,169
3/21/2023,21.4,11.1,5.9,20.9,170
3/22/2023,26.1,18.8,1.8,23.4,171
3/23/2023,26.9,20,1,35.2,167
3/24/2023,29.2,18.2,4.6,23.4,229
3/25/2023,26,13.4,0,19.7,324
3/26/2023,26.6,12.8,1.5,13.2,144
3/27/2023,26.5,15.8,0.3,18.7,37
3/28/2023,21,12.6,1.2,31.4,20
3/29/2023,19.9,11.1,1.7,18.9,67
3/30/2023,26.2,15.5,3.5,28.2,155
3/31/2023,32.8,20.3,0.1,30.1,203
4/1/2023,27.4,15.9,0,19.2,25
4/2/2023,31.1,16.4,0.8,28.9,180
4/3/2023,33.3,19.6,0.1,20.4,173
4/4/2023,34,21.1,0.1,26.6,174
4/5/2023,23.8,14.9,2.9,27.5,30
4/6/2023,13.8,9.1,65.3,25.3,13
4/7/2023,13.3,9.6,15.8,26.8,15
4/8/2023,21.1,11.1,0,13.4,24
4/9/2023,22.5,10.6,0.1,11.9,49
4/10/2023,21.5,14.1,2.8,12.3,71
4/11/2023,22.2,11.4,0,15.2,45
4/12/2023,24,11.3,0,14.6,63
4/13/2023,24.9,11.9,0,14.6,163
4/14/2023,27.7,16,1.2,22,182
4/15/2023,31.4,20,0.7,21.1,189
4/16/2023,21.9,13.6,0,23.8,37
4/17/2023,24.3,11.5,0,19,131
4/18/2023,24,16.2,4.3,25.7,168
4/19/2023,27.2,19.8,1.6,25.3,168
4/20/2023,28.4,18.3,41.8,17.7,181
4/21/2023,25.8,16.9,18.2,19.1,3
4/22/2023,25.7,14.4,0.2,17.7,118
4/23/2023,19.8,10.8,9,28.8,34
4/24/2023,20.9,11.2,0.9,18.1,56
4/25/2023,23.4,14,6.4,16.4,131
4/26/2023,26,17.4,12.9,16.5,156
4/27/2023,25.5,16.5,17.5,25.5,329
4/28/2023,28.6,16.3,12.6,31.7,221
4/29/2023,22,12.6,0,32.8,332
4/30/2023,28.5,11.6,0,20,218
5/1/2023,27.6,13.7,0,16.6,117
5/2/2023,27.2,17.8,0.7,13.9,127
5/3/2023,28.2,16.5,0.2,13.7,136
5/4/2023,27.5,18.2,0.8,16.9,176
5/5/2023,32.3,20.7,1.4,15.5,182
5/6/2023,31.3,20.9,0.8,21.4,170
5/7/2023,30,21.5,2.3,23.5,163
5/8/2023,30.8,20.8,4.4,28.5,140
5/9/2023,25,19.2,10.1,18.6,138
5/10/2023,28.6,17.9,6.4,14.4,57
5/11/2023,26.2,20,4.2,18.3,144
5/12/2023,29.1,19.8,28.5,24.7,141
5/13/2023,26.2,18.9,75.4,21.4,107
5/14/2023,27.4,17.8,4.3,12.2,40
5/15/2023,27.1,18.8,18.9,14.4,68
5/16/2023,27.4,18.6,8.1,11.8,336
5/17/2023,28.5,17.8,0.1,9.2,43
5/18/2023,29.3,17.6,0.1,12,176
5/19/2023,29.9,19.9,0.9,13.8,191
5/20/2023,25.6,20.4,4.6,18.9,356
5/21/2023,23.9,18.1,5.9,12.3,23
5/22/2023,27,17.5,0,9.4,73
5/23/2023,28.4,18.7,7.5,14.8,155
5/24/2023,29.1,19.1,0,16.8,102
5/25/2023,28.8,18.9,0.9,12.6,64
5/26/2023,29.2,19,0,12.1,87
5/27/2023,29.8,19.1,0.1,12.4,134
5/28/2023,26.8,19.8,0.5,15.8,175
5/29/2023,28.1,19.5,4,12.3,136
5/30/2023,29.5,17.9,0.2,16.4,104
5/31/2023,29.5,18.6,0.7,13.4,146
6/1/2023,30.5,20,1.2,16.9,147
6/2/2023,31,20,0.1,18.2,155
6/3/2023,30.8,19.9,0.5,13.2,170
6/4/2023,28.5,19.7,9.9,15.2,322
6/5/2023,29,19.1,6.5,12.9,2
6/6/2023,29.5,18.4,0.7,8.8,353
6/7/2023,29.5,19.1,0.1,10.9,292
6/8/2023,30,20.5,2.1,10.9,200
6/9/2023,33.7,21,0.4,15.6,176
6/10/2023,35,22.9,0.9,23.7,200
6/11/2023,35.7,23,0.1,22.4,184
6/12/2023,35.3,23.5,0,18.5,165
6/13/2023,35.7,24.1,0.4,21,174
6/14/2023,35.8,24.9,0.1,17.5,175
6/15/2023,37.3,24.8,5.3,20,153
6/16/2023,36.4,25.4,0,19.5,183
6/17/2023,36,24.5,0,20.3,180
6/18/2023,37.9,24.5,0,23.8,186
6/19/2023,37.8,24.9,0.4,22,164
6/20/2023,39,25,0.1,18.8,176
6/21/2023,38.5,24.6,7.7,17.8,144
6/22/2023,34,23.8,2.3,24.2,147
6/23/2023,36,24.2,0,24,139
6/24/2023,37.2,24.8,0,22.6,182
6/25/2023,37.5,25.2,0,20.6,183
6/26/2023,37.7,24.9,0,22.2,181
6/27/2023,37.2,24.5,0,19.2,178
6/28/2023,36.7,23.5,0,18.2,174
6/29/2023,35.3,24.6,0,19,166
6/30/2023,36.2,24,0.2,20.9,165
7/1/2023,35.8,24.8,0.3,24.1,181
7/2/2023,32.6,25.8,0,11.8,182
7/3/2023,35,25.9,0,17.6,174
7/4/2023,33.4,25,0.1,16.2,169
7/5/2023,33.7,25.2,3.2,29.3,165
7/6/2023,30.9,24,4.5,16.3,155
7/7/2023,32,22.6,1.8,20.2,170
7/8/2023,33.8,23.9,1.3,16.2,169
7/9/2023,35.3,24.6,0,20.3,176
7/10/2023,36.6,25,0,20.6,178
7/11/2023,36.7,25.2,0.2,20.9,187
7/12/2023,38.9,25.4,0,24.6,184
7/13/2023,39.2,25.2,0,21.7,178
7/14/2023,39.1,25,0,21.9,175
7/15/2023,38.7,25.2,0,18.8,180
7/16/2023,38.7,25.3,0,18.9,176
7/17/2023,38.8,24.5,0,19.5,184
7/18/2023,39.3,24.9,0,22.7,181
7/19/2023,39,25,0,24.8,175
7/20/2023,38.5,25.3,0,19.8,170
7/21/2023,38,24.7,0,17,178
7/22/2023,39,25.2,0,16.3,157
7/23/2023,37,22.8,4.3,16.9,91
7/24/2023,37.8,25,0,21.2,160
7/25/2023,37.1,25.2,0,19.1,173
7/26/2023,36.8,26,0,20.1,173
7/27/2023,36.7,24.8,0,18.4,167
7/28/2023,36.5,24.5,0,17.9,168
7/29/2023,37.2,23.9,0,16.9,175
7/30/2023,37,25.1,0,17,173
7/31/2023,37.8,26,0,16.3,161
8/1/2023,38.2,25.5,0,16.3,162
8/2/2023,38.2,25.5,0,23.6,174
8/3/2023,38.5,26.1,0,19.6,174
8/4/2023,39.6,26,0,26.8,177
8/5/2023,40.1,25.9,0,20.8,179
8/6/2023,39.8,25.5,0,25.3,175
8/7/2023,40,25.9,0,23.9,174
8/8/2023,40,25.7,0,27.4,180
8/9/2023,40.5,25.5,0,27.3,183
8/10/2023,40.9,25.6,0,22.5,176
8/11/2023,40.7,26.1,0,23.8,178
8/12/2023,40.2,26.9,0,24.5,177
8/13/2023,40.1,26.6,0,22.4,175
8/14/2023,40.2,25.2,0,18.4,173
8/15/2023,38.8,27.1,0,17,41
8/16/2023,39.4,25.8,0,16.6,79
8/17/2023,41.6,26.8,0,19.5,181
8/18/2023,39.9,25.9,0,17.8,170
8/19/2023,39.7,25.8,0,16.4,164
8/20/2023,39.1,26,0.3,15,174
8/21/2023,40.2,28,0,22.9,142
8/22/2023,35.8,26,2.2,27.7,81
8/23/2023,36.5,25.2,0.4,19.1,131
8/24/2023,37.8,25.5,0,13.4,178
8/25/2023,39.6,26.2,0,17.2,163
8/26/2023,39.5,25.3,0,14.1,165
8/27/2023,41.2,27,0,28.2,283
8/28/2023,36.8,24.9,0.1,18.8,3
8/29/2023,36.1,25.1,0.4,21.3,35
8/30/2023,35.7,23.6,0.1,14.7,12
8/31/2023,37.2,23.6,0,16.4,78
9/1/2023,36.2,23.7,0,11.9,150
9/2/2023,36.7,23.5,0,21,165
9/3/2023,36.2,24.6,0,16.5,189
9/4/2023,36.3,25.4,0,19.1,179
9/5/2023,37.8,26.5,0,21.9,171
9/6/2023,36.9,25.6,0.1,18,176
9/7/2023,38,25.8,0,14.6,199
9/8/2023,39,26.4,0,17.6,193
9/9/2023,36.6,24.4,0.1,16.9,190
9/10/2023,36.6,25.4,0,12.6,88
9/11/2023,35.5,24.3,0,16.8,132
9/12/2023,34.5,24.1,0.1,21.4,331
9/13/2023,31,23.9,6.2,15.9,13
9/14/2023,32.8,22.3,25.2,18,109
9/15/2023,31.4,23.2,2.3,12.3,76
9/16/2023,27.8,21.7,7.4,16.3,37
9/17/2023,31,21.5,0.5,12.7,18
9/18/2023,34,21.5,0,14.3,104
9/19/2023,34,22.9,0.2,20.6,172
9/20/2023,35.5,23,0,19.7,173
9/21/2023,35.5,24.1,0.1,18.5,157
9/22/2023,35.9,24.2,0.1,17.2,176
9/23/2023,37.3,25.5,0.1,21.9,174
9/24/2023,37.6,25.4,0.1,20.8,185
9/25/2023,33.8,24.6,2.3,17.3,124
9/26/2023,34.8,23,0.2,12.1,50
9/27/2023,34.1,22.6,0,16.6,104
9/28/2023,34.8,22.6,0,12.7,157
9/29/2023,35,23,0,17.6,137
9/30/2023,34.7,23,0.1,20.3,122
10/1/2023,34.2,23,0,18.1,102
10/2/2023,34.1,23.4,0,19.5,114
10/3/2023,34,22.6,0,22,93
10/4/2023,33.5,24.6,2.1,16.9,161
10/5/2023,27.8,20.5,38,16.1,47
10/6/2023,29,20.9,0,17.2,19
10/7/2023,24.1,17.4,0,24.4,24
10/8/2023,24.2,13.4,0,12.5,132
10/9/2023,27.1,15.2,0,18.8,214
10/10/2023,25.5,19.4,0.9,15.9,189
10/11/2023,24.2,18.3,2.7,11.9,146
10/12/2023,28.2,18.4,0.4,18.8,174
10/13/2023,30.9,21,1,18.6,4
10/14/2023,26,16.7,0,21.8,8
10/15/2023,22.7,14.3,0,21.3,356
10/16/2023,22.1,10.9,0,17.3,8
10/17/2023,23.6,8.6,0,10.9,157
10/18/2023,26.5,12,0,20.2,195
10/19/2023,30.4,16.4,0,13.9,308
10/20/2023,34.5,16.7,0,14.2,260
10/21/2023,32.1,16.2,0,14,220
10/22/2023,30.2,20.5,0.3,19.4,167
10/23/2023,29.5,20.8,6.8,25.6,146
10/24/2023,26.6,21.6,6.9,24.8,159
10/25/2023,30.2,21.5,7,25,161
10/26/2023,27.5,20.9,45.4,21.2,175
10/27/2023,28.6,21.5,17.5,14.6,167
10/28/2023,29.1,22.5,3.9,19.9,164
10/29/2023,25,6.8,9,27.8,28
10/30/2023,9.1,5.1,3.2,34.6,357
10/31/2023,13.6,6.9,0.1,19.7,3
11/1/2023,13.5,4.1,0,15.1,22
11/2/2023,15.9,4.5,0,10.2,119
11/3/2023,22.1,9.2,0.3,14.4,180
11/4/2023,24.2,12.5,0,12.4,178
11/5/2023,25.1,13.4,0,11.2,198
11/6/2023,25.9,18,0,24.2,204
11/7/2023,27.7,17.7,0,18.6,196
11/8/2023,27.7,19.3,0.2,22.1,196
11/9/2023,22.2,15.1,13.8,20.2,338
11/10/2023,16.2,12.2,1.2,22.4,8
11/11/2023,18,12.3,0.2,18.1,18
11/12/2023,15.9,13.2,16.6,17,22
11/13/2023,16.5,12.1,3.6,20.9,17
11/14/2023,20.1,11.8,0.6,14.9,13
11/15/2023,21.5,10.9,0,11.1,5
11/16/2023,19.8,9.8,0,9.4,88
11/17/2023,25.3,12.1,0,19.2,236
11/18/2023,20.2,14.5,0,17.4,26
11/19/2023,20.2,12.9,3.3,15.9,164
11/20/2023,26.2,17.1,5,20.5,263
11/21/2023,16.8,10.2,0,28,347
11/22/2023,16.8,5.9,0,16.9,336
11/23/2023,13,7.3,0.1,13.6,201
11/24/2023,17,5,0,12.1,74
11/25/2023,15.6,8.4,2,13,56
11/26/2023,13.2,7.6,3.1,29.1,3
11/27/2023,12.2,4.6,0,15.1,23
11/28/2023,14.2,8.2,0,10.8,63
11/29/2023,15.9,6.7,0.1,15.9,160
11/30/2023,23,13.4,8.1,22.6,188
12/1/2023,20.6,12.6,0,19.9,356
12/2/2023,21.5,9.4,0,14.2,340
12/3/2023,21.1,9.4,0,17.5,260
12/4/2023,18.2,9.8,0,19.2,360
12/5/2023,20.6,7.1,0,10.6,61
12/6/2023,19,8.9,0,12.1,70
12/7/2023,21.9,9,0,25,191
12/8/2023,24.8,16.8,0.2,21.3,202
12/9/2023,23.2,13.4,0.3,26.8,338
12/10/2023,13.9,6,0,28,349
12/11/2023,16.9,3.1,0,14.9,195
12/12/2023,19.9,6,0,19.6,123
12/13/2023,14.4,11.4,4.6,15.1,67
12/14/2023,18.2,10,0.3,15.6,66
12/15/2023,17,13,3.2,15.2,53
12/16/2023,17.2,7.6,0,21.9,344
12/17/2023,19.6,4.2,0,11.8,251
12/18/2023,18.8,9.5,0,16.9,350
12/19/2023,18.4,6.7,0,15.4,104
12/20/2023,21,9.4,0.8,21.3,142
12/21/2023,17.5,14.4,8.1,13,123
12/22/2023,21.5,13.6,1.9,11.4,141
12/23/2023,21.1,15.7,10.8,17.5,150
12/24/2023,23.4,14.1,27.2,19.6,240
12/25/2023,13.6,5.9,0,23.6,341
12/26/2023,14.6,3.8,0,15.5,205
12/27/2023,17,4,0,19,321
12/28/2023,15.3,3.7,0,15.7,336
12/29/2023,14.9,2.5,0,14.3,316
12/30/2023,19.2,3.5,0,13.7,258
12/31/2023,20.6,7.6,0,16.2,209
1/1/2024,14.1,6.3,0,20.9,8
1/2/2024,9.9,4.8,37.3,19.5,21
1/3/2024,11.8,5.7,0.3,16.6,2
1/4/2024,13.9,3.8,2.3,22,98
1/5/2024,17.6,8.2,1.5,17.3,311
1/6/2024,17.3,4.3,0,16.2,333
1/7/2024,16.7,3.5,0.1,24.5,138
1/8/2024,17.6,11.1,30.9,44.6,254
1/9/2024,12.9,4.1,0,31.7,305
1/10/2024,17,4,0,21.6,219
1/11/2024,21.1,8.4,0,20.2,196
1/12/2024,17.2,5.4,0.1,38.5,307
1/13/2024,15.8,1.8,0,20.5,206
1/14/2024,7.8,-6.1,0.6,20.5,16
1/15/2024,3.5,-7.3,1.7,28,10
1/16/2024,0.5,-8.2,0,31.4,9
1/17/2024,6.5,-8.4,0,16.2,179
1/18/2024,20.5,1.2,0,20.7,223
1/19/2024,9.6,0.2,0,30.9,10
1/20/2024,5,-3.4,0,19.6,31
1/21/2024,4.3,3.2,4.4,14.4,76
1/22/2024,17.6,4.8,26.4,18.4,159
1/23/2024,19.8,12,8.8,12.8,138
1/24/2024,17,12.4,27.9,15.6,27
1/25/2024,18.5,8.4,8.5,13.3,31
1/26/2024,18,6.9,1.3,14.1,62
1/27/2024,15.6,9.9,0,27.7,330
1/28/2024,17.3,5.5,0,13.6,345
1/29/2024,19.5,5.8,0,13,240
1/30/2024,20.7,8.6,0,13,245
1/31/2024,21,7.4,0,12,242
2/1/2024,20.6,9.4,0,20.9,194
2/2/2024,19.5,13.6,13.2,22.5,166
2/3/2024,21.6,11.3,28.4,23.8,281
2/4/2024,19.1,11.1,0,34.9,300
2/5/2024,17.1,9.9,0,27.3,346
2/6/2024,18.9,6.9,0,11.7,25
2/7/2024,20.5,8.1,0,28.2,171
2/8/2024,21.4,14.9,1.4,19.4,107
2/9/2024,23.7,16.5,0.2,15.9,188
2/10/2024,20.2,15.4,13.1,15.6,53
2/11/2024,18.4,8.8,7.2,23.7,343
2/12/2024,14.9,5.3,0,23.9,323
2/13/2024,18,3,0,14.6,187
2/14/2024,19.3,5.6,0,14.8,172
2/15/2024,21.8,13.4,0.1,11.5,198
2/16/2024,21.8,13.1,1.1,23.8,233
2/17/2024,11.9,4.7,0,30,9
2/18/2024,11.4,0.4,0,17,12
2/19/2024,17.9,3.4,0,19.6,205
2/20/2024,24.2,9,0,16,199
2/21/2024,24.5,14.5,0,24.9,184
2/22/2024,30.2,16.2,0.1,23.4,242
2/23/2024,22.9,13.7,0,20.7,6
2/24/2024,25,9.9,0,19.1,190
2/25/2024,27.9,13.4,0,24.2,204
2/26/2024,30,16,0,17,196
2/27/2024,29.5,17,0,21.7,192
2/28/2024,22.1,8.4,0,33.2,2
2/29/2024,10.5,6.1,0.9,19.6,28
3/1/2024,22.5,5.4,0.1,12.2,152
3/2/2024,25.8,10.2,0,17,198
3/3/2024,27.2,15.7,0.8,20.3,182
3/4/2024,28.5,18.7,0.4,19.1,193
3/5/2024,31,14.9,0,12,285
3/6/2024,28.5,13.9,0,17.3,136
3/7/2024,24,17.1,6.3,19.6,158
3/8/2024,27.4,13.1,1.4,32.6,317
3/9/2024,16.9,6.9,0,28.7,352
3/10/2024,18.4,7.1,0,12.3,24
3/11/2024,23.4,8.4,0,15.8,180
3/12/2024,25.1,12.6,0.2,22,186
3/13/2024,29.5,17.2,0.2,21.3,177
3/14/2024,29.5,20,2.4,27.4,167
3/15/2024,24.6,18.3,14.9,21.8,54
3/16/2024,23.8,16.5,15.1,18.4,40
3/17/2024,20,15.6,2.9,22.8,16
3/18/2024,18.1,11.6,0,23.2,29
3/19/2024,15.1,7.4,0,13.8,117
3/20/2024,18.5,8.7,0.7,12.3,189
3/21/2024,21.1,14.1,11.8,11.2,37
3/22/2024,25,11.8,0,21.2,334
3/23/2024,21,12.2,0.1,12.2,53
3/24/2024,22,13.5,0.9,30.1,163
3/25/2024,24.3,10.9,13.5,23.5,276
3/26/2024,18.2,8.7,0,17.1,25
3/27/2024,19,8.8,2.8,10.9,73
3/28/2024,23.6,9.4,0,19.9,195
3/29/2024,24.9,14.1,0,27.7,174
3/30/2024,25,16,0.1,21.2,177
3/31/2024,27.7,16.6,0.6,22.3,178
4/1/2024,29.9,20,1.8,29.2,177
4/2/2024,21.9,14.9,3.4,26.3,339
4/3/2024,25.1,11.1,0,15.1,311
4/4/2024,28.5,11.2,0,14.1,215
4/5/2024,28.1,14.6,0,24.6,189
4/6/2024,25.1,15.8,1,29.5,171
4/7/2024,25.4,17.4,0.4,19.8,42
4/8/2024,26.8,17,7.2,25.4,146
4/9/2024,26.9,18,59.1,27,58
4/10/2024,23.5,14.6,2,32.9,322
4/11/2024,26,14.9,0,18.9,333
4/12/2024,26,11.6,0,17.8,145
4/13/2024,27,15.2,0,24.5,165
4/14/2024,28.8,17.4,0.1,22.4,178
4/15/2024,31,20.1,0.9,28.4,167
4/16/2024,28,20.5,3.5,24.4,173
4/17/2024,27.6,21.4,1,22.9,140
4/18/2024,31.5,20.2,0.4,20.2,169
4/19/2024,25.9,18.6,1.9,19.8,46
4/20/2024,23.5,13.5,24.3,28.6,25
4/21/2024,19.9,10.6,2.6,26.7,20
4/22/2024,21.1,10.8,0,14.7,101
4/23/2024,23.9,12.5,0.3,20,183
4/24/2024,27.4,18.9,1.6,18.8,159
4/25/2024,28.5,19.3,1.5,29.2,162
4/26/2024,28,18.9,19.9,34.2,174
4/27/2024,28.8,21.2,3.1,34.2,160
4/28/2024,26.5,19.8,26.5,28.6,167
4/29/2024,30,19.1,0.1,15,103
4/30/2024,28.8,19,0.3,19.8,162
5/1/2024,27.8,19.6,34.7,22.3,138
5/2/2024,26,19,45.2,16.4,122
5/3/2024,26.3,21.5,2.1,21.4,118
5/4/2024,27.6,20.4,24.1,18.1,121
5/5/2024,25.4,20.2,10.3,18.9,133
5/6/2024,28.5,22.1,4,25.7,167
5/7/2024,29.7,22.1,0.6,17.9,180
5/8/2024,31.2,23,0.9,18.6,180
5/9/2024,31.5,22.2,2,17.2,104
5/10/2024,27.1,21.2,0.2,26.6,28
5/11/2024,26.8,18.9,0.3,18.7,54
5/12/2024,26.2,20.2,23.3,17.3,87
5/13/2024,30,19.8,3.1,11.5,31
5/14/2024,30.4,17.8,0,13.2,2
5/15/2024,30.6,19.5,0,17.4,173
5/16/2024,29.4,19.1,18.1,27.1,144
5/17/2024,28.7,16.9,0,20.6,22
5/18/2024,31.2,18.2,0,13.7,181
5/19/2024,31.5,22.4,0.1,16.6,164
5/20/2024,32.6,20.5,0,18.9,169
5/21/2024,34.5,22.6,0.8,22.4,168
5/22/2024,34.6,22.3,33.3,27.6,163
5/23/2024,33.4,22,27.3,29.2,148
5/24/2024,34.8,23.9,0.1,21.9,183
5/25/2024,35.5,23.2,0,23.5,160
5/26/2024,33.6,24.1,6.3,19.9,179
5/27/2024,34,24.2,0,16.7,138
5/28/2024,31,23.4,8.3,21.7,124
5/29/2024,31.9,20.7,5.4,33.6,82
5/30/2024,31.5,21,25.7,19.5,154
5/31/2024,30.8,20.5,8.3,17.4,160
6/1/2024,30.4,20.3,1.2,11.7,113
6/2/2024,32.9,23.1,2.5,27.4,138
6/3/2024,34.4,24.5,3,28.8,174
6/4/2024,35.9,23.8,15,24.6,176
6/5/2024,31,22.6,23.9,23.7,150
6/6/2024,32.9,22.4,0,11.5,99
6/7/2024,33.3,21.4,0,12.7,130
6/8/2024,33.8,22.8,0,18.3,163
6/9/2024,33.8,22.6,0,14.3,150
6/10/2024,31,22.8,30,12.1,118
6/11/2024,33.8,22.2,0.9,21.1,52
6/12/2024,30.6,21.6,14.7,13.8,60
6/13/2024,32.8,23,0.7,11.6,101
6/14/2024,34.1,23.6,0.1,13.3,110
6/15/2024,35.5,23.5,0.1,19.1,149
6/16/2024,35.7,24.4,1.1,21.8,156
6/17/2024,35.3,25,1.6,27.8,148
6/18/2024,34.7,24.3,2.9,25.4,126
6/19/2024,28,22.4,43.6,27,53
6/20/2024,29.5,22.9,13.8,24.6,58
6/21/2024,30.8,22.9,0.9,13.5,89
6/22/2024,32.1,21.5,0.1,12.7,118
6/23/2024,32.7,21.6,0,13.6,135
6/24/2024,33,24,0.9,14.6,151
6/25/2024,34.4,24.4,0.2,16.5,174
6/26/2024,34.8,24.9,0,16.9,181
6/27/2024,35.9,24.5,0.1,13.7,183
6/28/2024,35,24.7,0.1,16.9,179
6/29/2024,36.2,25.8,1.4,23.2,167
6/30/2024,36,24.9,0.4,17.3,145
7/1/2024,36,23.9,0,15.2,182
7/2/2024,37.2,24.5,0,19.4,183
7/3/2024,35.8,25.1,0.4,18.9,176
7/4/2024,37.1,25.6,0,20.3,176
7/5/2024,36.6,24.9,0.1,17.9,167
7/6/2024,35,23.8,27.2,26.3,40
7/7/2024,34,23.7,1.2,20.9,65
7/8/2024,32.8,24.6,0.7,25.9,9
7/9/2024,34.6,24,0.3,13,167
7/10/2024,34.4,23.5,0.3,14.4,167
7/11/2024,33.9,22.2,0,15.9,128
7/12/2024,30.8,23.5,2.1,14,160
7/13/2024,30.6,22.2,1.9,14.4,170
7/14/2024,30.5,23,0,15,186
7/15/2024,33.2,23.5,0,16.9,183
7/16/2024,33.8,22.5,0,32.1,186
7/17/2024,34.4,23.6,0,16.2,178
7/18/2024,34,23.5,13.9,16.1,231
7/19/2024,32.3,23.1,4,9.8,106
7/20/2024,33.9,22.9,0.1,13,106
7/21/2024,34.6,23.8,1.6,12.1,159
7/22/2024,32.4,23.2,14.7,16.2,157
7/23/2024,29.4,22.1,9.9,11.6,76
7/24/2024,30.3,21.6,3.9,11.2,35
7/25/2024,31,21.2,1.6,14,41
7/26/2024,28.2,21.2,3.6,11.5,141
7/27/2024,29.4,21.4,1.4,16.7,159
7/28/2024,30,22.1,5.7,19.5,169
7/29/2024,33.2,24.3,0.7,20.9,171
7/30/2024,33.5,24.6,0.2,21.6,175
7/31/2024,34.2,24.4,0,23.5,172
8/1/2024,34.7,22.7,0,17.2,173
8/2/2024,36,24,0,13,181
8/3/2024,37.7,24.5,0,10,146
8/4/2024,35.2,23.9,10.9,14.6,39
8/5/2024,34.5,24,1.5,11.8,158
8/6/2024,36.6,24.5,0,13,156
8/7/2024,38.2,25.1,0,16.1,182
8/8/2024,37.1,25,0,14.3,148
8/9/2024,34.8,24.9,3,15.4,84
8/10/2024,34.1,24.4,0.5,13.2,60
8/11/2024,36.1,24.6,0,16.6,145
8/12/2024,36.7,24.4,0.3,19.2,169
8/13/2024,36.6,25.6,0.1,24,171
8/14/2024,36.6,25,1,16.6,176
8/15/2024,37,25.5,0,18.7,177
8/16/2024,37.5,25.8,0,18.1,179
8/17/2024,37.3,25.6,0,15,168
8/18/2024,37.7,26.6,0,13.3,163
8/19/2024,38.7,25,0,13.1,185
8/20/2024,40.5,26,0,12.9,210
8/21/2024,41.2,27.2,0,15.6,196
8/22/2024,39.7,27.6,1.1,18.6,175
8/23/2024,35.6,27.5,1.3,19.1,163
8/24/2024,36.5,25.1,0,19.2,136
8/25/2024,35.2,24.8,2,14.8,120
8/26/2024,32.3,23.9,7.8,17.5,83
8/27/2024,31.5,21.9,9.4,12.1,100
8/28/2024,31.6,22.5,3.9,20.6,109
8/29/2024,32,22.3,1.6,14.8,86
8/30/2024,32.2,22.3,5.2,13.8,51
